"Name","National_Position","Club_Position","Rating","Height","Weight","Age","Work_Rate","Ball_Control","Vision","Goalkeeper","International","IMC"
"Hassoun Camara",NA,"Sub",68,188,86,33,"Medium / Medium",68,59,"NO","NO",24.3322770484382
"Dean Furman","RM","Res",68,183,73,28,"Medium / High",69,70,"NO","YES",21.7982023948162
"Romain Vincelot",NA,"LCM",68,177,71,31,"Medium / High",66,60,"NO","NO",22.662708672476
"Severo Meza",NA,"Sub",68,177,73,30,"Medium / High",65,56,"NO","NO",23.301094832264
"Federico González",NA,"Sub",68,178,79,29,"High / Low",71,65,"NO","NO",24.9337204898371
"Sebastián Pinto",NA,"Sub",68,187,85,31,"Medium / Low",63,64,"NO","NO",24.3072435585805
"Brwa Nouri",NA,"RCM",68,177,70,30,"Medium / Medium",67,73,"NO","NO",22.343515592582
"Scott Sutter",NA,"Sub",68,180,81,30,"Medium / Medium",65,60,"NO","NO",25
"Anthony Marin",NA,"Sub",68,187,78,27,"Medium / Medium",57,46,"NO","NO",22.3054705596385
"Bréiner Castillo",NA,"GK",68,187,82,38,"Medium / Medium",23,45,"YES","NO",23.4493408447482
"Paulo Monteiro",NA,"Sub",68,191,85,32,"Medium / Medium",51,43,"NO","NO",23.2997998958362
"Lee Sang Ho",NA,"RCM",68,173,65,29,"High / Medium",61,63,"NO","NO",21.7180660897457
"Kim Chang Soo",NA,"Res",68,178,69,31,"High / Medium",66,62,"NO","NO",21.7775533392248
"John Mousinho",NA,"Sub",68,185,79,30,"Medium / Medium",65,60,"NO","NO",23.0825420014609
"Marvell Wynne",NA,"Res",68,175,82,30,"Medium / Medium",63,42,"NO","NO",26.7755102040816
"Jonathan Bornstein",NA,"LB",68,175,73,32,"Low / High",63,51,"NO","NO",23.8367346938776
"Nebojša Pavlović",NA,"Sub",68,189,81,35,"Low / Medium",54,61,"NO","NO",22.6757369614512
"Kenny Steppe",NA,"Sub",68,185,70,28,"Medium / Medium",33,42,"NO","NO",20.4528853177502
"Maynor Figueroa",NA,"LB",68,181,85,33,"Medium / Medium",61,55,"NO","NO",25.9454839595861
"Gabriel Torres",NA,"Sub",68,180,75,28,"High / Low",68,66,"NO","NO",23.1481481481481
"Michael Bostwick",NA,"LCB",68,193,89,28,"Medium / Medium",59,52,"NO","NO",23.893258879433
"Mark Reynolds",NA,"LCB",68,180,68,29,"Low / High",62,47,"NO","NO",20.9876543209877
"Kyle McFadzean",NA,"RCB",68,185,85,30,"Medium / High",50,47,"NO","NO",24.8356464572681
"Paul Caddis",NA,"CM",68,170,67,28,"Medium / Medium",64,58,"NO","NO",23.1833910034602
"Paul McGowan",NA,"LCM",68,170,65,29,"Medium / Medium",69,66,"NO","NO",22.4913494809689
"Jonathan Vila",NA,"Sub",68,186,78,31,"Low / Medium",63,59,"NO","NO",22.5459590704128
"David Button",NA,"GK",68,191,70,28,"Medium / Medium",22,46,"YES","NO",19.1880705024533
"Ben Amos",NA,"Sub",68,193,76,26,"Medium / Medium",23,67,"NO","NO",20.4032323015383
"Dragan Mrđja",NA,"ST",68,187,79,33,"High / Low",66,60,"NO","NO",22.591438130916
"James Meredith",NA,"LB",68,185,74,28,"High / Medium",60,38,"NO","NO",21.6216216216216
"Lionel Ainsworth",NA,"Sub",68,165,60,29,"Medium / Low",63,61,"NO","NO",22.038567493113
"Nicolas Viola",NA,"Sub",68,180,76,27,"High / High",70,71,"NO","NO",23.4567901234568
"Toumani Diagouraga",NA,"CM",68,188,72,29,"Medium / Medium",69,66,"NO","NO",20.3712086917157
"Natalio",NA,"Sub",68,176,70,32,"Medium / Medium",74,55,"NO","NO",22.5981404958678
"Ronnie Schwartz",NA,"Sub",68,183,78,27,"High / High",63,45,"NO","NO",23.291229956105
"Luigi Bruins",NA,"LM",68,178,73,30,"Medium / Low",73,71,"NO","NO",23.0400201994698
"Ritchie Kitoko",NA,"RB",68,177,71,28,"Medium / Medium",67,57,"NO","NO",22.662708672476
"David Edgar","Sub","Res",68,193,86,29,"Medium / High",62,51,"NO","YES",23.0878681306881
"Jessy Moulin",NA,"Sub",68,185,88,31,"Medium / Medium",23,29,"NO","NO",25.7121986851717
"Tommy Spurr",NA,"Sub",68,186,72,29,"Medium / Medium",63,54,"NO","NO",20.8116545265349
"Fabian Schönheim",NA,"Sub",68,191,92,30,"Medium / Medium",64,59,"NO","NO",25.2186069460815
"Romeu",NA,"Res",68,185,72,31,"Medium / Medium",61,47,"NO","NO",21.0372534696859
"Álex García",NA,"Sub",68,181,72,32,"Medium / Medium",65,62,"NO","NO",21.9773511187082
"Iñigo López",NA,"Sub",68,185,74,34,"Medium / Medium",55,34,"NO","NO",21.6216216216216
"Nagore",NA,"Sub",68,182,72,36,"High / Medium",64,56,"NO","NO",21.7365052529888
"Jonathan Parr",NA,"LW",68,182,75,28,"High / High",65,55,"NO","NO",22.6421929718633
"Robert Maah",NA,"RS",68,180,72,32,"High / Low",72,59,"NO","NO",22.2222222222222
"Mohamed Koffi",NA,"RDM",68,172,74,30,"Medium / High",61,47,"NO","NO",25.013520822066
"Adam Hammill",NA,"Sub",68,178,74,29,"Medium / Medium",70,56,"NO","NO",23.355636914531
"Eloge Enza-Yamissi",NA,"LDM",68,175,70,34,"High / Medium",71,56,"NO","NO",22.8571428571429
"Nejc Pečnik",NA,"Sub",68,189,87,31,"High / Low",70,70,"NO","NO",24.355421180818
"Markus Neumayr",NA,"LCM",68,171,77,31,"Medium / Medium",69,72,"NO","NO",26.3328887520947
"Ovidiu Hoban","LDM","Res",68,182,78,34,"High / High",64,58,"NO","YES",23.5478806907378
"Markus Karl",NA,"Sub",68,192,88,31,"Medium / High",61,64,"NO","NO",23.8715277777778
"Anthony Stokes",NA,"Sub",68,180,71,28,"Medium / Medium",70,66,"NO","NO",21.9135802469136
"Edgar Andrade",NA,"Res",68,176,79,29,"Medium / Medium",70,66,"NO","NO",25.5036157024793
"Patricio Araujo",NA,"LCM",68,176,78,29,"Medium / Medium",65,49,"NO","NO",25.1807851239669
"Fredrik Nordkvelle",NA,"LCM",68,180,79,31,"High / High",70,65,"NO","NO",24.3827160493827
"Fatih Öztürk",NA,"Res",68,191,86,30,"Medium / Medium",23,32,"NO","NO",23.5739151887284
"Choi Hyo Jin",NA,"RWB",68,172,70,33,"High / High",64,57,"NO","NO",23.6614386154678
"Oh Jang Eun",NA,"RDM",68,175,73,31,"Medium / Medium",66,68,"NO","NO",23.8367346938776
"Yang Sang Min",NA,"Sub",68,182,78,32,"Medium / High",63,58,"NO","NO",23.5478806907378
"Cho Yong Hyung",NA,"CB",68,182,72,33,"Low / High",62,67,"NO","NO",21.7365052529888
"Łukasz Janoszka",NA,"LM",68,181,79,30,"High / Medium",66,64,"NO","NO",24.1140380330271
"Gonzalo Prósperi",NA,"Sub",68,179,78,31,"Medium / Medium",65,61,"NO","NO",24.3438094940857
"Franco Niell",NA,"Sub",68,162,56,33,"High / Low",72,67,"NO","NO",21.3382106386222
"Bobby Boswell",NA,"Sub",68,188,83,34,"Low / High",51,38,"NO","NO",23.4834766862834
"Sebastian Madera",NA,"Sub",68,190,80,31,"Medium / Medium",55,44,"NO","NO",22.1606648199446
"Miloš Dimitrijević",NA,"Sub",68,180,72,33,"Medium / Medium",71,72,"NO","NO",22.2222222222222
"Chris Rolfe",NA,"Sub",68,173,65,34,"Medium / Medium",67,66,"NO","NO",21.7180660897457
"Jamie Ward","LS","Sub",68,165,59,30,"High / High",73,71,"NO","YES",21.6712580348944
"Cícero",NA,"Res",68,189,85,30,"Medium / Low",65,59,"NO","NO",23.7955264410291
"Steven Anderson",NA,"LCB",68,180,72,31,"Medium / High",59,49,"NO","NO",22.2222222222222
"Lee Frecklington",NA,"RDM",68,180,75,31,"Medium / Medium",68,69,"NO","NO",23.1481481481481
"Sašo Fornezzi",NA,"GK",68,191,90,34,"Medium / Medium",25,35,"YES","NO",24.6703763602971
"Darren O'Dea",NA,"LCB",68,185,82,30,"Low / Medium",61,52,"NO","NO",23.9590942293645
"Michael McGovern","GK","GK",68,191,89,32,"Medium / Medium",15,40,"YES","YES",24.396261067405
"Andrew Taylor",NA,"LWB",68,178,69,30,"Medium / Medium",66,51,"NO","NO",21.7775533392248
"Uğur Uçar",NA,"Sub",68,180,70,29,"Low / High",64,53,"NO","NO",21.6049382716049
"Scott Cuthbert",NA,"RCB",68,188,89,29,"Medium / High",59,40,"NO","NO",25.181077410593
"Michael Jakobsen",NA,"LCB",68,185,81,31,"Medium / Medium",57,45,"NO","NO",23.6669101533966
"Stijn De Smet",NA,"Sub",68,183,78,32,"Medium / Medium",70,71,"NO","NO",23.291229956105
"Luke Chambers",NA,"RCB",68,185,87,31,"Medium / High",57,50,"NO","NO",25.4200146092038
"Juan Carlos Núñez",NA,"Sub",68,167,65,33,"Medium / High",65,64,"NO","NO",23.3066800530675
"Usero",NA,"Sub",68,178,78,33,"Medium / Medium",65,69,"NO","NO",24.6181037747759
"Elliott Ward",NA,"Sub",68,185,83,32,"Medium / Medium",50,35,"NO","NO",24.2512783053324
"Marián Kelemen",NA,"GK",68,188,84,37,"Medium / Medium",24,10,"YES","NO",23.766410140335
"Luis Robles",NA,"RCM",68,170,70,30,"Low / High",63,65,"NO","NO",24.2214532871972
"Sergey Kornilenko",NA,"LS",68,186,90,33,"Medium / Low",65,60,"NO","NO",26.0145681581686
"Erwin Hoffer",NA,"Sub",68,177,72,29,"High / Medium",66,58,"NO","NO",22.98190175237
"Daniel Fox",NA,"LCB",68,180,78,30,"Medium / Medium",69,65,"NO","NO",24.0740740740741
"Alexis Castro",NA,"RCM",68,182,73,33,"Medium / Low",72,69,"NO","NO",22.0384011592803
"Alejandro Castro",NA,"Sub",68,177,76,30,"Medium / Medium",62,63,"NO","NO",24.2586740719461
"Germán Montoya",NA,"Sub",68,185,83,34,"Medium / Medium",16,31,"NO","NO",24.2512783053324
"Mišo Brečko",NA,"RB",68,178,70,32,"Low / Medium",63,39,"NO","NO",22.0931700542861
"Xavier Chen",NA,"Sub",68,175,69,33,"High / High",67,58,"NO","NO",22.530612244898
"Alex Brosque",NA,"CAM",68,182,72,33,"Medium / Low",65,66,"NO","NO",21.7365052529888
"Mario Sonnleitner",NA,"CB",68,182,82,30,"Medium / Medium",57,47,"NO","NO",24.7554643159039
"Daniele Mannini",NA,"Sub",68,183,78,33,"High / Medium",67,61,"NO","NO",23.291229956105
"Nico Pulzetti",NA,"RCM",68,176,70,33,"Medium / Medium",68,64,"NO","NO",22.5981404958678
"Luca Ceccarelli",NA,"RCB",68,185,77,34,"Medium / High",47,21,"NO","NO",22.4981738495252
"Matty Fryatt",NA,"Res",68,175,70,31,"High / Medium",67,65,"NO","NO",22.8571428571429
"Neri Cardozo",NA,"LCM",68,173,69,30,"Medium / Medium",70,65,"NO","NO",23.0545624644993
"Manu",NA,"LB",68,176,70,32,"High / High",59,57,"NO","NO",22.5981404958678
"Olivier Werner",NA,"Sub",68,191,85,31,"Medium / Medium",22,21,"NO","NO",23.2997998958362
"Shaun Barker",NA,"Sub",68,188,80,34,"Medium / Medium",57,53,"NO","NO",22.6346763241286
"Jerome Thomas",NA,"Sub",68,178,73,34,"Medium / Medium",69,66,"NO","NO",23.0400201994698
"Martin Cranie",NA,"Sub",68,183,78,30,"Low / Medium",65,47,"NO","NO",23.291229956105
"Ansotegi",NA,"RCB",68,192,84,34,"Low / Medium",50,47,"NO","NO",22.7864583333333
"Casto",NA,"GK",68,181,77,34,"Medium / Medium",17,30,"YES","NO",23.5035560575074
"Martin Ørnskov",NA,"RDM",68,185,82,31,"Medium / High",62,67,"NO","NO",23.9590942293645
"Kim Chi Woo",NA,"Sub",68,175,68,33,"High / Medium",57,65,"NO","NO",22.2040816326531
"Kenneth Emil Petersen",NA,"RCB",68,187,80,32,"Low / High",53,32,"NO","NO",22.8774057021934
"Danny Olsen",NA,"LCM",68,186,80,31,"High / Medium",69,75,"NO","NO",23.1240605850387
"Jakub Szmatuła",NA,"GK",68,188,81,36,"Medium / Medium",17,45,"YES","NO",22.9176097781802
"Denis Tumasyan",NA,"Sub",68,185,82,31,"Medium / Medium",60,34,"NO","NO",23.9590942293645
"Simon Pouplin",NA,"Res",68,187,78,31,"Medium / Medium",21,31,"NO","NO",22.3054705596385
"Felipe Saad",NA,"LCB",68,187,83,33,"Low / Medium",56,51,"NO","NO",23.7353084160256
"Koen Persoons",NA,"LDM",68,179,75,33,"High / Medium",69,71,"NO","NO",23.4075091289286
"Michael Gspurning",NA,"Res",68,196,95,35,"Medium / Medium",18,18,"NO","NO",24.7292794668888
"Ronald Zubar",NA,"Res",68,186,83,31,"Medium / Medium",60,52,"NO","NO",23.9912128569777
"Michalis Sifakis",NA,"Sub",68,185,79,32,"Medium / Medium",17,37,"NO","NO",23.0825420014609
"Carl Valeri",NA,"RCM",68,177,71,32,"Medium / High",61,63,"NO","NO",22.662708672476
"Alex Cordaz",NA,"GK",68,188,83,34,"Medium / Medium",20,34,"YES","NO",23.4834766862834
"Sander Duits",NA,"LCM",68,183,78,33,"Medium / High",63,67,"NO","NO",23.291229956105
"Ruben Schaken",NA,"RW",68,172,74,34,"Medium / Medium",68,60,"NO","NO",25.013520822066
"André Danielsen",NA,"RB",68,173,70,32,"High / High",69,64,"NO","NO",23.3886865581877
"Henning Hauger",NA,"CDM",68,179,77,31,"Low / Medium",66,60,"NO","NO",24.0317093723667
"Pavel Alikin",NA,"LCB",68,185,79,33,"Low / High",51,56,"NO","NO",23.0825420014609
"Dmitriy Andreev",NA,"LCB",68,188,84,36,"Low / High",41,51,"NO","NO",23.766410140335
"Jaime Gavilán",NA,"RCM",68,178,75,31,"High / Medium",71,66,"NO","NO",23.6712536295922
"Peña",NA,"Sub",68,181,76,33,"Medium / Medium",70,49,"NO","NO",23.1983150697476
"Esteban",NA,"Sub",68,177,70,41,"Medium / Medium",18,49,"NO","NO",22.343515592582
"Raúl Cámara",NA,"RB",68,170,64,33,"High / High",65,55,"NO","NO",22.1453287197232
"Carlos Caballero",NA,"Sub",68,174,69,32,"Medium / Medium",67,73,"NO","NO",22.7903289734443
"Dealbert",NA,"Sub",68,185,80,34,"Medium / Medium",51,42,"NO","NO",23.3747260774288
"Serdar Özkan",NA,"Sub",68,172,68,30,"Medium / Low",71,68,"NO","NO",22.9853975121687
"Albert Bunjaku",NA,"Sub",68,179,75,33,"Medium / Medium",66,59,"NO","NO",23.4075091289286
"David Zibung",NA,"Sub",68,187,87,33,"Medium / Medium",26,51,"NO","NO",24.8791787011353
"Ferhat Öztorun",NA,"Sub",68,176,66,29,"Medium / Medium",63,55,"NO","NO",21.3068181818182
"Kerim Zengin",NA,"RB",68,177,78,31,"Medium / Medium",67,66,"NO","NO",24.8970602317342
"Furkan Özçal",NA,"Res",68,170,70,26,"Medium / Medium",68,67,"NO","NO",24.2214532871972
"Mauricio Romero",NA,"RCB",68,184,80,34,"Low / High",46,58,"NO","NO",23.6294896030246
"Agustín Pelletieri",NA,"Sub",68,173,72,34,"Low / Medium",72,59,"NO","NO",24.0569347455645
"Pablo Lugüercio",NA,"ST",68,177,79,35,"High / Medium",66,66,"NO","NO",25.2162533116282
"Marcos Gelabert",NA,"RCM",68,180,76,35,"Medium / Medium",74,80,"NO","NO",23.4567901234568
"Germán Herrera",NA,"Sub",68,173,83,33,"High / High",62,60,"NO","NO",27.7322997761369
"Cristian Muñoz",NA,"GK",68,177,73,39,"Medium / Medium",31,45,"YES","NO",23.301094832264
"Sebastián Romero",NA,"Sub",68,173,75,38,"High / Low",74,68,"NO","NO",25.0593070266297
"Steven MacLean",NA,"RS",68,180,79,34,"High / Low",67,68,"NO","NO",24.3827160493827
"David Toledo",NA,"RM",68,167,65,34,"Medium / Low",69,67,"NO","NO",23.3066800530675
"Hitoshi Sogahata",NA,"Sub",68,187,80,37,"Medium / Medium",16,38,"NO","NO",22.8774057021934
"Frank Boeckx",NA,"GK",68,180,74,30,"Medium / Medium",34,18,"YES","NO",22.8395061728395
"Jos Hooiveld",NA,"Sub",68,193,83,33,"Medium / Medium",53,52,"NO","NO",22.2824773819431
"Dean Gerken",NA,"Sub",68,183,77,31,"Medium / Medium",24,45,"NO","NO",22.9926244438472
"Miguel Caneo",NA,"RM",68,182,72,33,"High / Low",71,73,"NO","NO",21.7365052529888
"Kasper Risgård",NA,"LCM",68,182,79,34,"High / Medium",70,67,"NO","NO",23.8497765970293
"Matthew Kilgallon",NA,"Sub",68,188,79,33,"Low / High",50,44,"NO","NO",22.351742870077
"Chris Baird",NA,"Sub",68,181,74,35,"Low / Medium",65,65,"NO","NO",22.5878330942279
"Arnold Kruiswijk",NA,"LB",68,182,73,32,"Low / High",66,35,"NO","NO",22.0384011592803
"Ricardo Clark",NA,"RCM",68,178,73,34,"High / High",68,62,"NO","NO",23.0400201994698
"Cristian Raimondi",NA,"Res",68,182,78,35,"High / Medium",67,50,"NO","NO",23.5478806907378
"Melli",NA,"Sub",68,184,78,32,"Medium / Medium",57,57,"NO","NO",23.038752362949
"Ufuk Ceylan",NA,"Sub",68,194,85,30,"Medium / Medium",23,44,"NO","NO",22.5847592730365
"Orhan Şam",NA,"Sub",67,181,74,30,"Medium / High",63,38,"NO","NO",22.5878330942279
"Xavier Margairaz",NA,"Sub",68,185,79,33,"Medium / Medium",68,73,"NO","NO",23.0825420014609
"David Martin",NA,"GK",68,188,86,31,"Medium / Medium",30,44,"YES","NO",24.3322770484382
"Christofer Heimeroth",NA,"Res",68,194,91,35,"Medium / Medium",18,12,"NO","NO",24.1789775746626
"Liam Feeney",NA,"Sub",68,183,76,30,"High / Medium",65,63,"NO","NO",22.6940189315895
"Dani Güiza",NA,"Sub",68,180,80,36,"Medium / Low",72,73,"NO","NO",24.6913580246914
"Dorado",NA,"LCB",68,180,70,34,"Medium / Medium",60,59,"NO","NO",21.6049382716049
"Yakubu",NA,"Sub",68,183,83,34,"Low / Low",69,56,"NO","NO",24.7842575173938
"Mickaël Tacalfred",NA,"RCB",68,175,69,35,"Low / High",57,44,"NO","NO",22.530612244898
"Paweł Brożek",NA,"RS",68,180,79,33,"Medium / Low",64,67,"NO","NO",24.3827160493827
"Daniel Braaten",NA,"RW",68,184,88,34,"High / Medium",71,68,"NO","NO",25.992438563327
"Stephen Warnock",NA,"LWB",68,178,75,35,"Medium / Medium",60,45,"NO","NO",23.6712536295922
"Matt Taylor",NA,"LM",68,178,73,35,"Medium / Medium",71,76,"NO","NO",23.0400201994698
"Mark Hudson",NA,"Sub",68,185,77,35,"Medium / High",58,42,"NO","NO",22.4981738495252
"Sigamary Diarra",NA,"Sub",68,176,74,33,"High / Medium",67,68,"NO","NO",23.8894628099174
"Bjørn Helge Riise",NA,"RCM",68,175,72,33,"High / High",66,65,"NO","NO",23.5102040816327
"Eldin Jakupović",NA,"GK",70,191,83,32,"Medium / Medium",22,50,"YES","NO",22.7515693100518
"Kenny Miller",NA,"ST",68,178,71,37,"High / Medium",63,59,"NO","NO",22.4087867693473
"Morten Morisbak Skjønsberg",NA,"RCB",68,183,81,34,"Medium / High",49,44,"NO","NO",24.1870464928783
"Mauro Cetto",NA,"Res",68,183,81,34,"Medium / High",51,44,"NO","NO",24.1870464928783
"Kris Boyd",NA,"RS",68,185,83,33,"Medium / Low",62,52,"NO","NO",24.2512783053324
"Raphael Schäfer",NA,"Sub",68,190,94,38,"Medium / Medium",16,31,"NO","NO",26.0387811634349
"Gaël Danic",NA,"LM",68,176,65,35,"Medium / Medium",71,68,"NO","NO",20.9839876033058
"Emanuel Pogatetz",NA,"Sub",68,191,90,34,"Medium / Medium",38,23,"NO","NO",24.6703763602971
"Patrick Mtiliga",NA,"LB",68,172,73,36,"Medium / Medium",65,59,"NO","NO",24.6755002704164
"Marco Marchionni",NA,"Sub",68,172,74,36,"Low / Low",70,73,"NO","NO",25.013520822066
"Nélson",NA,"Sub",68,171,68,33,"High / Medium",63,48,"NO","NO",23.2550186382135
"Massimo Donati",NA,"Sub",68,189,79,36,"Low / High",67,64,"NO","NO",22.1158422216623
"Artem Gromov",NA,"Sub",67,178,72,27,"Medium / Medium",64,68,"NO","NO",22.7244034844085
"Adalberto Goiri",NA,"Sub",67,183,78,29,"Medium / High",53,32,"NO","NO",23.291229956105
"Jaroslav Mihálik",NA,"Sub",67,180,77,22,"Medium / Medium",68,57,"NO","NO",23.7654320987654
"Bernardo Cuesta",NA,"Sub",67,173,76,28,"High / Medium",59,56,"NO","NO",25.3934311203181
"Andersson Ordóñez",NA,"Sub",67,186,79,23,"Medium / Medium",48,30,"NO","NO",22.8350098277257
"Justin Kluivert",NA,"Sub",67,175,67,17,"Medium / Medium",72,64,"NO","NO",21.8775510204082
"Rui Pedro",NA,"Sub",67,182,75,19,"Medium / Medium",66,59,"NO","NO",22.6421929718633
"Szilveszter Hangya","Sub","Res",67,176,75,23,"Medium / Medium",65,34,"NO","YES",24.2122933884298
"Xeka",NA,"Sub",67,186,79,22,"Medium / Medium",68,69,"NO","NO",22.8350098277257
"Clément Michelin",NA,"Res",67,178,63,19,"Medium / Medium",65,55,"NO","NO",19.8838530488575
"Eirick Cabaco",NA,"Res",67,186,75,21,"High / Medium",68,40,"NO","NO",21.6788067984738
"Samuel Eduok",NA,"Sub",67,177,82,23,"High / Medium",67,58,"NO","NO",26.1738325513103
"Nicolás Ibáñez",NA,"RM",67,179,68,24,"Medium / Medium",58,54,"NO","NO",21.2228082768952
"Venanzio Meirás",NA,"Sub",67,184,77,29,"Medium / Low",72,73,"NO","NO",22.7433837429112
"Claudio Silbeiro",NA,"ST",67,182,75,33,"Medium / Medium",63,53,"NO","NO",22.6421929718633
"Alex Doneiro",NA,"Sub",67,175,71,29,"Medium / Low",70,60,"NO","NO",23.1836734693878
"Frederico Rendel",NA,"Sub",67,181,71,29,"High / Medium",65,64,"NO","NO",21.6721101309484
"Fran Beltrán",NA,"LDM",67,170,64,18,"Medium / Medium",63,56,"NO","NO",22.1453287197232
"Marwane Saadane",NA,"RDM",67,187,75,25,"Low / Medium",69,45,"NO","NO",21.4475678458063
"Răzvan Marin","RDM","RCM",67,175,70,20,"High / Medium",66,66,"NO","YES",22.8571428571429
"Kai Havertz",NA,"Sub",67,186,77,17,"Medium / Medium",72,69,"NO","NO",22.2569083130998
"Nicolás Milesi",NA,"RDM",67,183,75,24,"Medium / High",70,55,"NO","NO",22.3954134193317
"Kévin Fortuné",NA,"RS",67,182,80,27,"Medium / Medium",64,57,"NO","NO",24.1516725033209
"Iban Salvador",NA,"Sub",67,173,72,21,"Medium / Medium",71,60,"NO","NO",24.0569347455645
"Djamel Eddine Benlamri",NA,"LCB",69,185,83,27,"Medium / Medium",54,33,"NO","NO",24.2512783053324
"Umut Sönmez",NA,"Sub",67,184,79,23,"High / Medium",69,61,"NO","NO",23.3341209829868
"Ismaïla Sarr",NA,"Sub",67,185,73,19,"High / Low",66,57,"NO","NO",21.3294375456538
"Rodrigo Pastorini",NA,"Sub",67,186,77,27,"Medium / Medium",70,70,"NO","NO",22.2569083130998
"Carlos Rodríguez",NA,"Sub",67,186,88,26,"Medium / Medium",52,21,"NO","NO",25.4364666435426
"Issam Jebali",NA,"RS",67,186,84,25,"Medium / Medium",68,65,"NO","NO",24.2802636142907
"Luca Mora",NA,"CDM",67,183,79,28,"Medium / Medium",68,68,"NO","NO",23.5898354683627
"Fran Rodríguez",NA,"Sub",67,175,68,21,"High / Medium",58,36,"NO","NO",22.2040816326531
"Filip Stojković",NA,"Sub",67,180,76,24,"High / Medium",59,47,"NO","NO",23.4567901234568
"Sergio Díaz",NA,"Res",67,170,70,19,"Medium / Medium",73,69,"NO","NO",24.2214532871972
"Athanasios Androutsos",NA,"Sub",67,182,75,19,"High / High",67,64,"NO","NO",22.6421929718633
"Lovro Medić",NA,"Sub",67,189,77,26,"Medium / Medium",67,45,"NO","NO",21.5559474818734
"Aleksandar Sedlar",NA,"RCB",67,178,79,25,"Medium / High",40,30,"NO","NO",24.9337204898371
"Nuru Suley",NA,"Sub",67,185,78,24,"Medium / High",33,30,"NO","NO",22.7903579254931
"Jean Cleber",NA,"Sub",67,180,80,26,"Medium / High",60,47,"NO","NO",24.6913580246914
"Goran Karačić",NA,"Sub",67,195,86,20,"Medium / Medium",13,40,"NO","NO",22.6166995397765
"Wouter van der Steen",NA,"Sub",67,187,84,26,"Medium / Medium",20,37,"NO","NO",24.021275987303
"Jonathan Ikoné",NA,"LM",67,175,67,18,"High / Medium",67,57,"NO","NO",21.8775510204082
"Oualid El Hajjam",NA,"RB",67,181,73,26,"Medium / Medium",54,51,"NO","NO",22.2825921064681
"Haydar Yılmaz",NA,"Sub",67,188,86,33,"Medium / Medium",19,31,"NO","NO",24.3322770484382
"Cebio Soukou",NA,"Sub",67,184,82,24,"Medium / Medium",67,62,"NO","NO",24.2202268431002
"Simon Skarlatidis",NA,"RM",67,171,71,25,"Medium / Medium",66,52,"NO","NO",24.2809753428405
"Mario Kvesić",NA,"Sub",67,175,72,25,"Medium / Medium",69,55,"NO","NO",23.5102040816327
"Mohamed Djetei","Sub","Res",67,185,73,22,"Medium / Medium",51,37,"NO","YES",21.3294375456538
"Barnabás Bese","RWB","RB",67,188,84,22,"Medium / Medium",61,32,"NO","YES",23.766410140335
"Lluis López",NA,"Sub",67,182,79,20,"Low / Medium",64,31,"NO","NO",23.8497765970293
"Edson Meneira",NA,"Sub",67,182,80,29,"Medium / Medium",62,53,"NO","NO",24.1516725033209
"Jonaldo Santoso",NA,"RS",67,186,80,25,"Medium / Medium",66,43,"NO","NO",23.1240605850387
"Diogo Dalinho",NA,"Sub",67,190,84,25,"Medium / Medium",63,52,"NO","NO",23.2686980609418
"Welliton Helmes",NA,"Sub",67,172,69,29,"Medium / Medium",71,61,"NO","NO",23.3234180638183
"Victor Bereitta",NA,"LB",67,178,71,29,"Medium / Medium",53,43,"NO","NO",22.4087867693473
"Zubeldia",NA,"Res",67,185,75,20,"Medium / Medium",67,63,"NO","NO",21.9138056975895
